,feature1,feature10,feature11,feature12,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,label
0,1.35709930924,-0.0288055228228,0.274976023551,-1.57879800899,1.250268689,0.194590878761,-0.768864872173,0.937346509573,0.367237720982,-0.0784504481098,0.276939199667,1.04390113311,36.3769900139
1,-0.389169326079,0.446626151546,-0.234399191406,-1.07611887185,5.06774109887,-0.397761867436,-0.850525989219,0.466682466767,-0.0735398532636,0.331641217769,1.13977835988,0.0577311761006,31.9956626132
2,3.81836330382,1.65767399397,-0.0388044370912,-2.23950686927,7.49008201645,-0.233270707963,0.065046331512,1.59286579231,-0.918539285025,1.70103433696,0.935664038494,-0.231144490275,54.0322301585
3,1.29521196513,-0.155034724457,0.656585707049,-0.669113960997,5.98707458841,0.118390457217,-0.202911522277,1.97043624492,-0.871627117049,-1.1845434273,-0.927933040163,-0.285070059547,48.6291148414
4,-0.366300942107,1.65015375489,0.226294631048,-0.085964038903,-0.71334626836,0.191620204764,-0.13202963953,1.96776050905,-0.91939737758,-0.78132547119,-0.40127240419,1.3318695929,-12.4589680189
5,1.22047001139,-0.797895587572,1.47197152262,-1.81607263622,5.94948420968,-0.448847144521,-0.798453493165,1.10457270894,0.406549267032,-1.10618709497,-0.0356564158854,0.55643198629,19.1725214586
6,5.4533147193,-1.70495602175,2.58546223195,0.743733179846,-0.25625682884,-0.622081504177,0.185311625152,1.00564675971,-0.819538967966,-1.00102735855,0.281261780306,0.822836634524,-12.7736175127
7,6.25536083575,-0.847008217928,0.92795054596,1.03743520887,8.32928364393,-0.481757219182,-0.619335054743,0.875351984891,0.508507119381,1.70912576243,0.0474803658288,-0.725146539938,32.8766336631
8,5.58192946027,1.15966955168,0.740831506023,-1.41841108646,3.98598268146,-0.163294907872,-0.773674044826,1.78357583341,-0.614213291226,0.452113807559,1.25147452246,0.61696455298,6.31172255539
9,0.889716441197,-0.370245197779,0.28904972149,-0.797587291728,4.92347743507,0.0519838213639,-0.854745786408,1.82659256266,-0.678014838825,-2.12219620132,-0.174472952484,1.17652327321,-16.0293126421
10,2.03576325913,0.102181037793,-0.285152326715,-0.552809815548,-1.87408937038,0.905528516892,0.796798716905,0.442757166677,0.625694262854,0.228925203998,0.837061124247,0.926855981654,-11.2132993459
11,4.65665269215,0.115603141531,-1.11709443803,-0.144289150977,7.1969697521,-0.349786828665,0.948133438886,1.72767249486,0.0714397500431,-0.576433370825,-1.03273962308,-0.755515568403,43.6650136697
12,3.90229228074,-0.241513256601,-0.220306735488,0.560386936344,-0.972985231091,-0.384438701097,-0.460181183747,1.1857589988,0.877365145506,0.799171757979,-1.92454316931,0.905443104624,-7.53808932408
13,3.85041354557,-0.285947297921,-1.05382858601,-2.56864170254,2.55922823836,1.04093975313,0.0707932713786,0.168236966245,0.773967273962,-0.629773942674,0.202950801795,1.20516343708,3.07360894677
